Run,Step,InCave,InMarket,InTown,Update,CurrentState,SafeChoice,SafeCount
38,8,1,0,0,toMarket,0,0,3
38,9,1,0,0,toMarket,0,0,3
38,10,1,0,0,toMarket,0,0,3
38,11,1,0,0,toMarket,0,0,3
38,12,1,0,0,toMarket,0,0,3
38,13,1,0,0,toMarket,0,0,3
38,14,0,0,0,toMarket,0,1,3
39,0,0,0,0,toMarket,0,0,0
39,1,0,0,0,toMarket,0,0,0
39,2,0,0,0,toMarket,0,1,0
39,3,0,1,1,toMarket,0,0,0
39,4,0,0,0,toMarket,0,0,0
39,5,0,0,0,toMarket,0,0,0
39,6,0,0,0,toMarket,0,1,0
39,7,1,0,0,toMarket,0,1,1
39,8,0,1,1,toMarket,0,1,1
39,9,0,1,1,toMarket,0,0,1
39,10,1,0,0,toMarket,0,0,1
39,11,1,0,0,toMarket,0,0,1
39,12,1,0,0,toMarket,0,0,1
39,13,1,0,0,toMarket,0,0,1
39,14,1,0,0,toMarket,0,1,1
40,0,0,0,0,toMarket,0,0,0
40,1,0,0,0,toMarket,0,0,0
40,2,0,0,0,toMarket,0,0,0
40,3,0,0,0,toMarket,0,0,0
40,4,0,0,0,toMarket,0,0,0
40,5,0,0,1,toMarket,0,1,0
40,6,0,1,1,toMarket,0,1,1
40,7,0,1,1,toMarket,0,0,1
40,8,1,1,0,toMarket,0,1,1
40,9,0,0,0,toMarket,0,1,1
40,10,0,1,1,toMarket,0,0,1
40,11,1,0,1,toMarket,0,1,1
40,12,1,0,0,toMarket,0,0,2
40,13,1,0,0,toMarket,0,0,2
40,14,1,0,0,toMarket,0,1,2
41,0,0,0,0,toMarket,0,0,0
41,1,0,0,0,toMarket,0,0,0
41,2,0,0,0,toMarket,0,0,0
41,3,0,0,0,toMarket,0,1,0
41,4,0,0,1,toMarket,0,1,0
41,5,0,0,1,toMarket,0,1,1
41,6,0,1,1,toMarket,0,1,2
41,7,0,1,1,toMarket,0,0,3
41,8,0,1,1,toMarket,0,0,3
41,9,0,0,0,toMarket,0,0,3
41,10,1,0,0,toMarket,0,0,4
41,11,1,0,0,toMarket,0,1,4
41,12,1,0,0,toMarket,0,0,4
41,13,1,0,0,toMarket,0,0,4
41,14,1,0,0,toMarket,0,0,4
42,0,0,0,0,toMarket,0,0,0
42,1,0,0,0,toMarket,0,0,0
42,2,0,0,0,toMarket,0,1,0
42,3,0,1,1,toMarket,0,0,0
42,4,0,1,0,toMarket,0,0,0
42,5,0,0,0,toMarket,0,0,0
42,6,1,0,0,toMarket,0,0,0
42,7,1,0,0,toMarket,0,0,0
42,8,1,0,0,toMarket,0,1,1
42,9,1,0,0,toMarket,0,0,1
42,10,1,0,0,toMarket,0,0,1
42,11,1,0,0,toMarket,0,0,1
42,12,1,0,0,toMarket,0,0,1
42,13,1,0,0,toMarket,0,0,1
42,14,1,0,0,toMarket,0,1,1
43,0,0,0,0,toMarket,0,0,0
43,1,0,0,0,toMarket,0,0,0
43,2,0,0,0,toMarket,0,1,0
43,3,0,0,0,toMarket,0,0,0
43,4,0,0,0,toMarket,0,1,1
43,5,0,0,1,toMarket,0,0,2
43,6,0,0,1,toMarket,0,1,2
43,7,0,0,1,toMarket,0,0,3
43,8,0,0,1,toMarket,0,0,3
43,9,0,0,0,toMarket,0,0,3
43,10,1,0,0,toMarket,0,0,3
43,11,1,0,0,toMarket,0,0,3
43,12,1,0,0,toMarket,0,0,3
43,13,1,0,0,toMarket,0,0,3
43,14,0,0,0,toMarket,0,0,3
44,0,0,0,0,toMarket,0,0,0
44,1,0,0,0,toMarket,0,0,0
44,2,0,0,1,toMarket,0,0,0
44,3,0,1,1,toMarket,0,1,0
44,4,0,0,1,toMarket,0,0,1
44,5,0,0,0,toMarket,0,0,1
44,6,1,0,0,toMarket,0,0,1
44,7,1,0,0,toMarket,0,0,1
44,8,1,0,0,toMarket,0,1,1
44,9,1,0,0,toMarket,0,0,1
44,10,1,0,0,toMarket,0,0,1
44,11,0,0,0,toMarket,0,1,1
44,12,1,0,0,toMarket,0,1,2
44,13,0,0,1,toMarket,0,1,2
44,14,0,0,1,toMarket,0,0,2
45,0,0,0,0,toMarket,0,0,0
45,1,0,0,0,toMarket,0,0,0
45,2,0,0,0,toMarket,0,0,0
45,3,0,0,0,toMarket,0,0,0
45,4,0,0,0,toMarket,0,0,0
45,5,1,0,0,toMarket,0,0,0
45,6,1,0,0,toMarket,0,0,0
45,7,1,0,0,toMarket,0,0,0
45,8,1,0,0,toMarket,0,0,0
45,9,1,0,0,toMarket,0,1,0
45,10,1,0,0,toMarket,0,0,0
45,11,1,0,0,toMarket,0,0,0
45,12,1,0,0,toMarket,0,0,0
45,13,1,0,0,toMarket,0,0,0
45,14,1,0,0,toMarket,0,0,0
46,0,0,0,0,toMarket,0,0,0
46,1,0,0,0,toMarket,0,1,0
46,2,0,0,0,toMarket,0,0,1
46,3,0,0,1,toMarket,0,0,1
46,4,0,0,1,toMarket,0,1,2
46,5,0,0,1,toMarket,0,1,3
46,6,0,0,0,toMarket,0,0,4
46,7,0,1,1,toMarket,0,0,4
46,8,0,1,1,toMarket,0,1,4
46,9,0,1,1,toMarket,0,1,5
46,10,0,1,1,toMarket,0,0,5
46,11,0,0,0,toMarket,0,0,5
46,12,1,0,0,toMarket,0,0,5
46,13,1,0,0,toMarket,0,0,5
46,14,1,0,0,toMarket,0,0,5
47,0,0,0,0,toMarket,0,0,0
47,1,0,0,0,toMarket,0,0,0
47,2,0,0,1,toMarket,0,0,0
47,3,1,0,0,toMarket,0,0,1
47,4,1,0,0,toMarket,0,0,1
47,5,1,0,0,toMarket,0,0,1
47,6,1,0,0,toMarket,0,1,1
47,7,1,0,0,toMarket,0,0,1
47,8,1,0,0,toMarket,0,0,1
47,9,1,0,0,toMarket,0,1,1
47,10,1,0,0,toMarket,0,0,1
47,11,1,0,0,toMarket,0,0,1
47,12,1,0,0,toMarket,0,0,1
47,13,1,0,0,toMarket,0,0,1
47,14,0,0,0,toMarket,0,0,1
48,0,0,0,0,toMarket,0,0,0
48,1,0,0,0,toMarket,0,1,0
48,2,0,0,0,toMarket,0,1,0
48,3,0,0,0,toMarket,0,1,1
48,4,1,0,0,toMarket,0,1,1
48,5,1,0,0,toMarket,0,1,1
48,6,1,0,0,toMarket,0,1,1
48,7,1,0,0,toMarket,0,1,1
48,8,1,0,0,toMarket,0,1,1
48,9,1,0,0,toMarket,0,1,1
48,10,1,0,0,toMarket,0,1,1
48,11,1,0,0,toMarket,0,1,1
48,12,0,1,1,toMarket,0,1,1
48,13,0,1,1,toMarket,0,1,1
48,14,0,0,1,toMarket,0,0,1
49,0,0,0,0,toMarket,0,0,0
49,1,0,0,0,toMarket,0,1,0
49,2,0,0,0,toMarket,0,0,0
49,3,0,0,0,toMarket,0,0,0
49,4,0,1,0,toMarket,0,0,0
49,5,0,1,0,toMarket,0,0,1
49,6,0,1,1,toMarket,0,0,1
49,7,0,1,1,toMarket,0,1,1
49,8,0,0,0,toMarket,0,0,1
49,9,0,0,0,toMarket,0,1,1
49,10,0,0,0,toMarket,0,0,1
49,11,0,0,0,toMarket,0,1,1
49,12,1,0,0,toMarket,0,0,1
49,13,1,0,0,toMarket,0,1,1
49,14,1,0,0,toMarket,0,0,1
50,0,0,0,0,toMarket,0,0,0
50,1,0,0,0,toMarket,0,0,0
50,2,0,0,0,toMarket,0,0,0
50,3,0,0,0,toMarket,0,0,0
50,4,0,0,0,toMarket,0,1,1
50,5,0,1,1,toMarket,0,1,2
50,6,0,0,1,toMarket,0,1,3
50,7,0,0,1,toMarket,0,1,4
50,8,0,0,1,toMarket,0,0,4
50,9,1,0,0,toMarket,0,0,4
50,10,1,0,0,toMarket,0,1,5
50,11,0,1,1,toMarket,0,1,5
50,12,0,1,1,toMarket,0,0,5
50,13,0,1,1,toMarket,0,1,6
50,14,0,0,1,toMarket,0,1,7
51,0,0,0,0,toMarket,0,0,0
51,1,0,0,0,toMarket,0,0,0
51,2,0,0,0,toMarket,0,1,0
51,3,0,0,0,toMarket,0,0,0
51,4,0,0,0,toMarket,0,0,0
51,5,0,0,0,toMarket,0,0,0
51,6,0,0,1,toMarket,0,0,0
51,7,0,0,1,toMarket,0,0,0
51,8,0,0,1,toMarket,0,0,1
51,9,0,0,1,toMarket,0,0,1
51,10,0,0,0,toMarket,0,1,2
51,11,0,1,1,toMarket,0,0,2
51,12,1,1,0,toMarket,0,1,3
51,13,1,0,1,toMarket,0,1,4
51,14,0,0,1,toMarket,0,1,4
52,0,0,0,0,toMarket,0,0,0
52,1,0,0,0,toMarket,0,0,0
52,2,0,0,0,toMarket,0,1,1
52,3,0,0,1,toMarket,0,0,1
52,4,0,0,1,toMarket,0,0,1
52,5,0,1,1,toMarket,0,0,1
52,6,0,1,1,toMarket,0,0,1
52,7,0,1,1,toMarket,0,0,1
52,8,0,1,0,toMarket,0,1,1
52,9,0,1,1,toMarket,0,1,1
52,10,0,1,0,toMarket,0,0,1
52,11,0,0,0,toMarket,0,0,1
52,12,1,0,0,toMarket,0,0,1
52,13,1,0,0,toMarket,0,0,1
52,14,1,0,0,toMarket,0,0,1
53,0,0,0,0,toMarket,0,0,0
53,1,0,0,0,toMarket,0,1,0
53,2,0,0,0,toMarket,0,1,0
53,3,0,0,0,toMarket,0,0,1
53,4,0,0,0,toMarket,0,0,1
53,5,0,0,0,toMarket,0,0,1
53,6,0,0,0,toMarket,0,0,1
53,7,0,0,0,toMarket,0,0,1
53,8,0,0,0,toMarket,0,0,1
53,9,0,0,0,toMarket,0,0,1
53,10,0,1,1,toMarket,0,0,1
53,11,0,1,1,toMarket,0,0,1
53,12,0,1,1,toMarket,0,0,1
53,13,0,0,0,toMarket,0,0,1
53,14,1,0,0,toMarket,0,1,1
54,0,0,0,0,toMarket,0,0,0
54,1,0,0,0,toMarket,0,0,0
54,2,0,0,0,toMarket,0,1,0
54,3,0,0,0,toMarket,0,1,0
54,4,1,0,0,toMarket,0,0,1
54,5,0,0,1,toMarket,0,1,1
54,6,0,0,1,toMarket,0,0,1
54,7,0,1,1,toMarket,0,1,1
54,8,0,0,1,toMarket,0,1,1
54,9,0,0,1,toMarket,0,0,1
54,10,0,1,1,toMarket,0,1,2
54,11,0,1,1,toMarket,0,1,2
54,12,0,1,1,toMarket,0,0,2
54,13,1,1,1,toMarket,0,1,2
54,14,1,0,0,toMarket,0,0,2
55,0,0,0,0,toMarket,0,0,0
55,1,0,0,0,toMarket,0,0,0
55,2,0,0,0,toMarket,0,0,0
55,3,0,0,0,toMarket,0,1,1
55,4,0,0,0,toMarket,0,1,1
55,5,0,0,0,toMarket,0,1,1
55,6,0,0,0,toMarket,0,1,1
55,7,0,0,0,toMarket,0,0,1
55,8,0,1,1,toMarket,0,1,1
55,9,0,1,1,toMarket,0,0,2
55,10,0,0,1,toMarket,0,1,2
55,11,0,1,1,toMarket,0,1,3
55,12,1,0,1,toMarket,0,0,3
55,13,1,0,0,toMarket,0,0,3
55,14,1,0,0,toMarket,0,0,3
56,0,0,0,0,toMarket,0,0,0
56,1,0,0,0,toMarket,0,0,0
56,2,0,0,0,toMarket,0,1,0
56,3,0,0,0,toMarket,0,1,1
56,4,0,0,1,toMarket,0,1,1
56,5,0,1,1,toMarket,0,1,2
56,6,0,0,1,toMarket,0,1,3
56,7,0,1,1,toMarket,0,1,3
56,8,0,1,1,toMarket,0,1,3
56,9,0,1,1,toMarket,0,0,3
56,10,0,0,0,toMarket,0,0,3
56,11,1,1,0,toMarket,0,1,3
56,12,0,1,1,toMarket,0,1,3
56,13,0,1,1,toMarket,0,1,4
56,14,0,1,1,toMarket,0,1,5
57,0,0,0,0,toMarket,0,0,0
57,1,0,0,0,toMarket,0,0,0
57,2,0,0,0,toMarket,0,0,0
57,3,0,0,0,toMarket,0,0,0
57,4,0,0,0,toMarket,0,0,0
57,5,0,0,0,toMarket,0,0,0
57,6,0,0,0,toMarket,0,0,0
57,7,0,0,0,toMarket,0,1,1
57,8,0,1,1,toMarket,0,0,1
57,9,1,0,0,toMarket,0,1,1
57,10,0,1,1,toMarket,0,1,2
57,11,0,1,1,toMarket,0,0,3
57,12,0,1,1,toMarket,0,1,3
57,13,0,1,1,toMarket,0,1,3
57,14,0,1,1,toMarket,0,0,3
58,0,0,0,0,toMarket,0,0,0
58,1,0,0,0,toMarket,0,0,0
58,2,0,0,0,toMarket,0,0,0
58,3,0,0,0,toMarket,0,0,1
58,4,0,0,1,toMarket,0,0,1
58,5,0,0,0,toMarket,0,0,1
58,6,0,0,0,toMarket,0,1,1
58,7,1,0,0,toMarket,0,1,1
58,8,1,0,0,toMarket,0,0,1
58,9,1,0,0,toMarket,0,0,1
58,10,0,0,0,toMarket,0,0,1
58,11,1,0,0,toMarket,0,0,1
58,12,1,0,0,toMarket,0,0,1
58,13,1,0,0,toMarket,0,1,1
58,14,0,0,0,toMarket,0,1,1
59,0,0,0,0,toMarket,0,0,0
59,1,0,0,0,toMarket,0,0,0
59,2,0,0,0,toMarket,0,0,0
59,3,0,0,0,toMarket,0,0,0
59,4,0,1,1,toMarket,0,1,0
59,5,0,1,1,toMarket,0,0,0
59,6,0,1,1,toMarket,0,0,1
59,7,0,0,1,toMarket,0,0,1
59,8,0,0,0,toMarket,0,1,1
59,9,0,0,0,toMarket,0,0,1
59,10,0,1,1,toMarket,0,1,1
59,11,0,0,1,toMarket,0,0,1
59,12,0,0,1,toMarket,0,1,2
59,13,0,0,1,toMarket,0,0,2
59,14,0,0,1,toMarket,0,0,2
60,0,0,0,0,toMarket,0,0,0
60,1,0,0,0,toMarket,0,0,0
60,2,0,0,0,toMarket,0,1,0
60,3,0,0,0,toMarket,0,0,0
60,4,0,0,0,toMarket,0,0,0
60,5,0,0,0,toMarket,0,0,0
60,6,0,0,1,toMarket,0,0,0
60,7,0,0,1,toMarket,0,0,0
60,8,0,0,1,toMarket,0,0,1
60,9,0,0,1,toMarket,0,0,1
60,10,0,0,0,toMarket,0,1,2
60,11,0,1,1,toMarket,0,0,2
60,12,1,1,0,toMarket,0,1,3
60,13,1,0,1,toMarket,0,1,4
60,14,0,0,1,toMarket,0,1,4
61,0,0,0,0,toMarket,0,0,0
61,1,0,0,0,toMarket,0,0,0
61,2,0,0,0,toMarket,0,0,0
61,3,0,0,0,toMarket,0,0,0
61,4,0,0,0,toMarket,0,0,0
61,5,1,0,0,toMarket,0,0,0
61,6,1,0,0,toMarket,0,0,0
61,7,1,0,0,toMarket,0,0,0
61,8,0,0,1,toMarket,0,0,0
61,9,0,1,1,toMarket,0,0,0
61,10,1,0,0,toMarket,0,0,0
61,11,1,0,0,toMarket,0,0,0
61,12,1,0,0,toMarket,0,0,0
61,13,1,0,0,toMarket,0,0,0
61,14,0,0,0,toMarket,0,1,0
62,0,0,0,0,toMarket,0,0,0
62,1,0,0,0,toMarket,0,1,0
62,2,0,0,0,toMarket,0,0,0
62,3,0,0,0,toMarket,0,1,0
62,4,0,1,1,toMarket,0,1,0
62,5,0,1,0,toMarket,0,1,0
62,6,0,1,1,toMarket,0,1,0
62,7,0,1,1,toMarket,0,1,1
62,8,0,1,1,toMarket,0,0,2
62,9,0,0,1,toMarket,0,0,2
62,10,0,0,0,toMarket,0,0,2
62,11,1,0,0,toMarket,0,0,2
62,12,1,0,0,toMarket,0,1,2
62,13,1,0,0,toMarket,0,1,2
62,14,1,0,0,toMarket,0,0,2
63,0,0,0,0,toMarket,0,0,0
63,1,0,0,0,toMarket,0,1,0
63,2,0,0,0,toMarket,0,1,1
63,3,0,1,1,toMarket,0,1,2
63,4,0,0,0,toMarket,0,1,3
63,5,0,1,1,toMarket,0,0,3
63,6,1,0,0,toMarket,0,0,3
63,7,1,0,0,toMarket,0,1,3
63,8,1,0,0,toMarket,0,0,3
63,9,1,0,0,toMarket,0,0,3
63,10,1,0,0,toMarket,0,0,3
63,11,1,0,0,toMarket,0,1,3
63,12,1,0,0,toMarket,0,0,3
63,13,1,0,0,toMarket,0,0,3
63,14,1,0,0,toMarket,0,0,3
64,0,0,0,0,toMarket,0,0,0
64,1,0,0,0,toMarket,0,0,0
64,2,0,0,0,toMarket,0,1,0
64,3,0,0,0,toMarket,0,0,0
64,4,0,0,0,toMarket,0,0,0
64,5,0,1,1,toMarket,0,1,0
64,6,0,0,1,toMarket,0,1,1
64,7,0,0,1,toMarket,0,1,2
64,8,0,0,1,toMarket,0,1,3
64,9,0,1,1,toMarket,0,0,3
64,10,0,0,1,toMarket,0,1,3
64,11,0,1,1,toMarket,0,1,3
64,12,0,1,1,toMarket,0,1,4
64,13,0,1,1,toMarket,0,0,4
64,14,1,0,0,toMarket,0,0,4
65,0,0,0,0,toMarket,0,0,0
65,1,0,0,0,toMarket,0,0,0
65,2,0,0,0,toMarket,0,0,0
65,3,0,0,1,toMarket,0,0,0
65,4,0,1,1,toMarket,0,1,1
65,5,0,1,1,toMarket,0,0,2
65,6,0,1,1,toMarket,0,0,3
65,7,0,1,1,toMarket,0,0,3
65,8,0,1,1,toMarket,0,0,3
65,9,0,0,0,toMarket,0,0,3
65,10,1,0,0,toMarket,0,0,3
65,11,1,0,0,toMarket,0,0,3
65,12,1,0,0,toMarket,0,1,3
65,13,1,0,0,toMarket,0,0,3
65,14,1,0,0,toMarket,0,0,3
66,0,0,0,0,toMarket,0,0,0
66,1,0,0,0,toMarket,0,0,0
66,2,0,0,0,toMarket,0,1,0
66,3,0,0,0,toMarket,0,1,1
66,4,0,0,0,toMarket,0,1,1
66,5,0,0,1,toMarket,0,0,1
66,6,0,0,0,toMarket,0,1,2
66,7,0,1,1,toMarket,0,1,2
66,8,0,1,1,toMarket,0,0,3
66,9,0,0,1,toMarket,0,1,3
66,10,1,1,1,toMarket,0,0,4
66,11,0,1,1,toMarket,0,1,5
66,12,1,0,1,toMarket,0,1,6
66,13,0,0,0,toMarket,0,1,7
66,14,0,0,1,toMarket,0,1,7
67,0,0,0,0,toMarket,0,0,0
67,1,0,0,0,toMarket,0,1,0
67,2,0,0,0,toMarket,0,0,0
67,3,0,0,0,toMarket,0,0,0
67,4,0,0,0,toMarket,0,1,0
67,5,0,0,0,toMarket,0,1,0
67,6,0,0,0,toMarket,0,0,0
67,7,0,0,0,toMarket,0,0,0
67,8,0,0,0,toMarket,0,0,0
67,9,0,0,0,toMarket,0,0,0
67,10,0,0,0,toMarket,0,0,0
67,11,0,1,1,toMarket,0,0,0
67,12,0,0,1,toMarket,0,1,1
67,13,0,1,1,toMarket,0,0,1
67,14,1,0,0,toMarket,0,0,1
68,0,0,0,0,toMarket,0,0,0
68,1,0,0,0,toMarket,0,0,0
68,2,0,0,0,toMarket,0,1,1
68,3,0,0,1,toMarket,0,0,1
68,4,0,0,1,toMarket,0,1,1
68,5,0,1,1,toMarket,0,0,2
68,6,0,0,1,toMarket,0,1,3
68,7,0,1,1,toMarket,0,1,4
68,8,0,0,1,toMarket,0,1,4
68,9,0,0,0,toMarket,0,0,4
68,10,0,0,0,toMarket,0,1,4
68,11,0,0,1,toMarket,0,0,4
68,12,0,1,1,toMarket,0,1,5
68,13,0,1,1,toMarket,0,1,6
68,14,0,0,1,toMarket,0,1,6
69,0,0,0,0,toMarket,0,0,0
69,1,0,0,0,toMarket,0,1,0
69,2,0,0,0,toMarket,0,1,0
69,3,0,0,1,toMarket,0,0,0
69,4,0,1,0,toMarket,0,0,0
69,5,0,0,0,toMarket,0,1,0
69,6,0,0,0,toMarket,0,1,0
69,7,0,0,0,toMarket,0,1,0
69,8,0,0,0,toMarket,0,1,0
69,9,0,0,0,toMarket,0,1,0
69,10,0,0,1,toMarket,0,0,0
69,11,0,0,0,toMarket,0,0,0
69,12,0,1,0,toMarket,0,0,0
69,13,0,0,0,toMarket,0,0,0
69,14,0,0,1,toMarket,0,0,1
70,0,0,0,0,toMarket,0,0,0
70,1,0,0,0,toMarket,0,0,0
70,2,0,0,0,toMarket,0,0,0
70,3,0,1,1,toMarket,0,1,0
70,4,0,1,1,toMarket,0,0,1
70,5,1,0,0,toMarket,0,0,1
70,6,1,0,0,toMarket,0,0,1
70,7,1,0,0,toMarket,0,0,1
70,8,1,0,0,toMarket,0,0,1
70,9,1,0,0,toMarket,0,0,1
70,10,1,0,0,toMarket,0,1,1
70,11,0,0,0,toMarket,0,0,1
70,12,0,0,1,toMarket,0,1,2
70,13,0,0,1,toMarket,0,0,3
70,14,1,0,0,toMarket,0,0,3
71,0,0,0,0,toMarket,0,0,0
71,1,0,0,0,toMarket,0,0,0
71,2,0,1,1,toMarket,0,1,0
71,3,0,0,0,toMarket,0,0,0
71,4,1,0,0,toMarket,0,0,0
71,5,1,0,0,toMarket,0,0,0
71,6,1,0,0,toMarket,0,1,0
71,7,1,0,0,toMarket,0,0,1
71,8,1,1,0,toMarket,0,0,1
71,9,1,0,0,toMarket,0,0,1
71,10,1,0,0,toMarket,0,0,1
71,11,1,0,0,toMarket,0,0,1
71,12,1,0,0,toMarket,0,0,1
71,13,1,0,0,toMarket,0,0,1
71,14,1,0,0,toMarket,0,0,1
72,0,0,0,0,toMarket,0,0,0
72,1,0,0,0,toMarket,0,0,0
72,2,0,0,0,toMarket,0,0,1
72,3,0,1,1,toMarket,0,0,1
72,4,1,0,0,toMarket,0,1,2
72,5,0,1,1,toMarket,0,1,2
72,6,1,0,0,toMarket,0,0,3
72,7,1,0,0,toMarket,0,0,3
72,8,1,0,0,toMarket,0,0,3
72,9,1,0,0,toMarket,0,0,3
72,10,1,0,0,toMarket,0,0,3
72,11,1,0,0,toMarket,0,0,3
72,12,1,0,0,toMarket,0,0,3
72,13,1,0,0,toMarket,0,0,3
72,14,1,0,0,toMarket,0,0,3
73,0,0,0,0,toMarket,0,0,0
73,1,0,0,0,toMarket,0,1,0
73,2,0,1,0,toMarket,0,0,0
73,3,0,1,0,toMarket,0,0,0
73,4,0,1,1,toMarket,0,1,0
73,5,0,1,1,toMarket,0,0,1
73,6,0,1,1,toMarket,0,0,1
73,7,0,1,1,toMarket,0,0,2
73,8,0,1,1,toMarket,0,0,3
73,9,0,0,0,toMarket,0,0,3
73,10,1,0,0,toMarket,0,0,3
73,11,1,0,0,toMarket,0,0,3
73,12,1,0,0,toMarket,0,0,3
73,13,1,0,0,toMarket,0,0,3
73,14,1,0,0,toMarket,0,0,3
74,0,0,0,0,toMarket,0,0,0
74,1,0,0,0,toMarket,0,0,0
74,2,0,0,0,toMarket,0,0,0
74,3,0,0,0,toMarket,0,0,0
74,4,0,0,0,toMarket,0,0,0
74,5,1,0,0,toMarket,0,0,0
74,6,1,0,0,toMarket,0,0,0
74,7,1,0,0,toMarket,0,0,0
74,8,0,0,1,toMarket,0,0,0
74,9,0,1,1,toMarket,0,0,0
74,10,1,0,0,toMarket,0,0,0
74,11,1,0,0,toMarket,0,0,0
74,12,1,0,0,toMarket,0,0,0
74,13,1,0,0,toMarket,0,0,0
74,14,0,0,0,toMarket,0,1,0
75,0,0,0,0,toMarket,0,0,0
75,1,0,0,0,toMarket,0,0,0
75,2,0,0,0,toMarket,0,0,0
75,3,0,0,0,toMarket,0,0,0
75,4,0,0,0,toMarket,0,0,0
75,5,0,0,0,toMarket,0,0,0
75,6,0,0,0,toMarket,0,0,0
75,7,0,0,0,toMarket,0,0,0
75,8,1,0,0,toMarket,0,0,0
75,9,1,0,0,toMarket,0,0,0
75,10,1,0,0,toMarket,0,0,0
75,11,1,0,0,toMarket,0,1,0
75,12,1,0,0,toMarket,0,1,0
75,13,1,0,0,toMarket,0,0,0
75,14,1,0,0,toMarket,0,1,0



